ingredient_a,ingredient_b,score,shared_compounds,key_compounds,explanation
canadian-whisky,finnish-whisky,1.0,105,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 105 shared flavor compounds including Butyl laurate
canadian-whisky,japanese-whisky,1.0,105,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 105 shared flavor compounds including Butyl laurate
canadian-whisky,malt-whisky,1.0,105,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 105 shared flavor compounds including Butyl laurate
canadian-whisky,scotch-whisky,1.0,105,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 105 shared flavor compounds including Butyl laurate
canadian-whisky,wine,0.95,60,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 60 shared flavor compounds including Ethyl dodecanoate
canadian-whisky,bilberry-wine,0.978,59,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 59 shared flavor compounds including Ethyl dodecanoate
canadian-whisky,botrytized-wine,0.974,59,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 59 shared flavor compounds including Ethyl dodecanoate
canadian-whisky,champagne,0.981,59,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 59 shared flavor compounds including Ethyl dodecanoate
canadian-whisky,cider,0.922,41,2-Methylbutanoic acid;oleic acid;Ethyl dodecanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 41 shared flavor compounds including 2-Methylbutanoic acid
canadian-whisky,plum-wine,0.985,60,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 60 shared flavor compounds including Ethyl dodecanoate
canadian-whisky,port-wine,0.984,63,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 63 shared flavor compounds including Ethyl dodecanoate
canadian-whisky,red-wine,0.962,65,1-Decanol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 65 shared flavor compounds including 1-Decanol
canadian-whisky,rose-wine,0.984,61,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 61 shared flavor compounds including Ethyl dodecanoate
canadian-whisky,sake,0.738,18,Acetal;Isoamyl Acetate;Heptanoic Acid;Isovaleric Acid;Ethyl Undecanoate,Strong pairing with 18 shared flavor compounds including Acetal
canadian-whisky,sherry,0.976,72,"2,6-Dimethylpyridine;oleic acid;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde","Excellent pairing with 72 shared flavor compounds including 2,6-Dimethylpyridine"
canadian-whisky,sparkling-wine,0.989,64,1-Decanol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 64 shared flavor compounds including 1-Decanol
canadian-whisky,strawberry-wine,0.981,60,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 60 shared flavor compounds including Ethyl dodecanoate
canadian-whisky,white-wine,0.915,69,1-Decanol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 69 shared flavor compounds including 1-Decanol
canadian-whisky,coffee,0.773,53,"2,6-Dimethylpyridine;3-Ethylpyridine;2-Methylpyrazine;2-Methylbutanoic acid;2-Furaldehyde","Strong pairing with 53 shared flavor compounds including 2,6-Dimethylpyridine"
canadian-whisky,mate,0.593,13,gamma-Nonanolactone;1-Dodecanol;2-Methylpyrazine;2-Methylbutanoic acid;Propionaldehyde,Good pairing with 13 shared flavor compounds including gamma-Nonanolactone
canadian-whisky,black-tea,0.447,9,"2,3-Pentanedione;palmitic acid;Damascenone;2,3,5-Trimethylpyrazine;2,3,5,6-Tetramethylpyrazine","Good pairing with 9 shared flavor compounds including 2,3-Pentanedione"
canadian-whisky,green-tea,0.393,5,"gamma-Nonanolactone;2,3,5-Trimethylpyrazine;Ethyl Palmitate;2,3,5,6-Tetramethylpyrazine;1-octanol",Subtle pairing with 5 shared flavor compounds including gamma-Nonanolactone
finnish-whisky,japanese-whisky,1.0,107,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 107 shared flavor compounds including Butyl laurate
finnish-whisky,malt-whisky,1.0,105,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 105 shared flavor compounds including Butyl laurate
finnish-whisky,scotch-whisky,1.0,107,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 107 shared flavor compounds including Butyl laurate
finnish-whisky,wine,0.94,60,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 60 shared flavor compounds including Ethyl dodecanoate
finnish-whisky,bilberry-wine,0.968,59,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 59 shared flavor compounds including Ethyl dodecanoate
finnish-whisky,botrytized-wine,0.964,59,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 59 shared flavor compounds including Ethyl dodecanoate
finnish-whisky,champagne,0.971,59,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 59 shared flavor compounds including Ethyl dodecanoate
finnish-whisky,cider,0.91,41,2-Methylbutanoic acid;oleic acid;Ethyl dodecanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 41 shared flavor compounds including 2-Methylbutanoic acid
finnish-whisky,plum-wine,0.975,60,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 60 shared flavor compounds including Ethyl dodecanoate
finnish-whisky,port-wine,0.974,63,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 63 shared flavor compounds including Ethyl dodecanoate
finnish-whisky,red-wine,0.963,67,1-Decanol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 67 shared flavor compounds including 1-Decanol
finnish-whisky,rose-wine,0.974,61,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 61 shared flavor compounds including Ethyl dodecanoate
finnish-whisky,sake,0.72,18,Acetal;Isoamyl Acetate;Heptanoic Acid;Isovaleric Acid;Ethyl Undecanoate,Strong pairing with 18 shared flavor compounds including Acetal
finnish-whisky,sherry,0.972,73,"2,6-Dimethylpyridine;oleic acid;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde","Excellent pairing with 73 shared flavor compounds including 2,6-Dimethylpyridine"
finnish-whisky,sparkling-wine,0.979,64,1-Decanol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 64 shared flavor compounds including 1-Decanol
finnish-whisky,strawberry-wine,0.971,60,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 60 shared flavor compounds including Ethyl dodecanoate
finnish-whisky,white-wine,0.918,71,1-Decanol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 71 shared flavor compounds including 1-Decanol
finnish-whisky,coffee,0.792,57,"2,6-Dimethylpyridine;3-Ethylpyridine;2-Methylpyrazine;2-Methylbutanoic acid;2-Furaldehyde","Strong pairing with 57 shared flavor compounds including 2,6-Dimethylpyridine"
finnish-whisky,mate,0.603,14,indole;gamma-Nonanolactone;1-Dodecanol;2-Methylpyrazine;2-Methylbutanoic acid,Strong pairing with 14 shared flavor compounds including indole
finnish-whisky,black-tea,0.485,11,"2,3-Pentanedione;palmitic acid;Quinoline;Damascenone;2,3,5-Trimethylpyrazine","Good pairing with 11 shared flavor compounds including 2,3-Pentanedione"
finnish-whisky,green-tea,0.385,5,"gamma-Nonanolactone;2,3,5-Trimethylpyrazine;Ethyl Palmitate;2,3,5,6-Tetramethylpyrazine;1-octanol",Subtle pairing with 5 shared flavor compounds including gamma-Nonanolactone
japanese-whisky,malt-whisky,1.0,106,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 106 shared flavor compounds including Butyl laurate
japanese-whisky,scotch-whisky,1.0,107,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 107 shared flavor compounds including Butyl laurate
japanese-whisky,wine,0.942,60,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 60 shared flavor compounds including Ethyl dodecanoate
japanese-whisky,bilberry-wine,0.97,59,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 59 shared flavor compounds including Ethyl dodecanoate
japanese-whisky,botrytized-wine,0.966,59,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 59 shared flavor compounds including Ethyl dodecanoate
japanese-whisky,champagne,0.973,59,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 59 shared flavor compounds including Ethyl dodecanoate
japanese-whisky,cider,0.911,41,2-Methylbutanoic acid;oleic acid;Ethyl dodecanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 41 shared flavor compounds including 2-Methylbutanoic acid
japanese-whisky,plum-wine,0.977,60,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 60 shared flavor compounds including Ethyl dodecanoate
japanese-whisky,port-wine,0.976,63,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 63 shared flavor compounds including Ethyl dodecanoate
japanese-whisky,red-wine,0.954,65,1-Decanol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 65 shared flavor compounds including 1-Decanol
japanese-whisky,rose-wine,0.981,62,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 62 shared flavor compounds including Ethyl dodecanoate
japanese-whisky,sake,0.723,18,Acetal;Isoamyl Acetate;Heptanoic Acid;Isovaleric Acid;Ethyl Undecanoate,Strong pairing with 18 shared flavor compounds including Acetal
japanese-whisky,sherry,0.973,73,"2,6-Dimethylpyridine;oleic acid;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde","Excellent pairing with 73 shared flavor compounds including 2,6-Dimethylpyridine"
japanese-whisky,sparkling-wine,0.981,64,1-Decanol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 64 shared flavor compounds including 1-Decanol
japanese-whisky,strawberry-wine,0.973,60,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 60 shared flavor compounds including Ethyl dodecanoate
japanese-whisky,white-wine,0.908,69,1-Decanol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 69 shared flavor compounds including 1-Decanol
japanese-whisky,coffee,0.787,56,"2,6-Dimethylpyridine;3-Ethylpyridine;2-Methylpyrazine;2-Methylbutanoic acid;2-Furaldehyde","Strong pairing with 56 shared flavor compounds including 2,6-Dimethylpyridine"
japanese-whisky,mate,0.582,13,gamma-Nonanolactone;1-Dodecanol;2-Methylpyrazine;2-Methylbutanoic acid;Propionaldehyde,Good pairing with 13 shared flavor compounds including gamma-Nonanolactone
japanese-whisky,black-tea,0.464,10,"2,3-Pentanedione;palmitic acid;Quinoline;Damascenone;2,3,5-Trimethylpyrazine","Good pairing with 10 shared flavor compounds including 2,3-Pentanedione"
japanese-whisky,green-tea,0.386,5,"gamma-Nonanolactone;2,3,5-Trimethylpyrazine;Ethyl Palmitate;2,3,5,6-Tetramethylpyrazine;1-octanol",Subtle pairing with 5 shared flavor compounds including gamma-Nonanolactone
malt-whisky,scotch-whisky,1.0,108,"2,5-Dimethylphenol;Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate","Excellent pairing with 108 shared flavor compounds including 2,5-Dimethylphenol"
malt-whisky,wine,0.967,70,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 70 shared flavor compounds including Ethyl dodecanoate
malt-whisky,bilberry-wine,1.0,71,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 71 shared flavor compounds including Ethyl dodecanoate
malt-whisky,botrytized-wine,0.994,70,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 70 shared flavor compounds including Ethyl dodecanoate
malt-whisky,champagne,0.995,69,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 69 shared flavor compounds including Ethyl dodecanoate
malt-whisky,cider,0.951,51,2-Methylbutanoic acid;oleic acid;Ethyl dodecanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 51 shared flavor compounds including 2-Methylbutanoic acid
malt-whisky,plum-wine,0.999,70,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 70 shared flavor compounds including Ethyl dodecanoate
malt-whisky,port-wine,1.0,75,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 75 shared flavor compounds including Ethyl dodecanoate
malt-whisky,red-wine,0.986,77,Propyl Hexanoate;Damascenone;Ethyl pentanoate;Heptanoic Acid;Hexanoic Acid,Excellent pairing with 77 shared flavor compounds including Propyl Hexanoate
malt-whisky,rose-wine,0.997,71,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 71 shared flavor compounds including Ethyl dodecanoate
malt-whisky,sake,0.71,20,oleic acid;lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid,Strong pairing with 20 shared flavor compounds including oleic acid
malt-whisky,sherry,1.0,85,oleic acid;Damascenone;trimethylamine;Ethyl pentanoate;Heptanoic Acid,Excellent pairing with 85 shared flavor compounds including oleic acid
malt-whisky,sparkling-wine,1.0,77,Amyl octanoate;Damascenone;Ethyl pentanoate;Heptanoic Acid;Hexanoic Acid,Excellent pairing with 77 shared flavor compounds including Amyl octanoate
malt-whisky,strawberry-wine,1.0,72,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 72 shared flavor compounds including Ethyl dodecanoate
malt-whisky,white-wine,0.959,85,Propyl Hexanoate;Amyl octanoate;Damascenone;formic acid;Ethyl pentanoate,Excellent pairing with 85 shared flavor compounds including Propyl Hexanoate
malt-whisky,coffee,0.815,64,"2,6-Dimethylpyridine;2,5-Dimethylphenol;3-Ethylpyridine;2-Methylpyrazine;2-Methylbutanoic acid","Excellent pairing with 64 shared flavor compounds including 2,6-Dimethylpyridine"
malt-whisky,mate,0.607,16,2-Heptanone;gamma-Nonanolactone;1-Dodecanol;2-Methylpyrazine;2-Methylbutanoic acid,Strong pairing with 16 shared flavor compounds including 2-Heptanone
malt-whisky,black-tea,0.441,10,"2,3-Pentanedione;palmitic acid;2-Acetyl-5-Methylfuran;Damascenone;2,3,5-Trimethylpyrazine","Good pairing with 10 shared flavor compounds including 2,3-Pentanedione"
malt-whisky,green-tea,0.364,5,"gamma-Nonanolactone;2,3,5-Trimethylpyrazine;Ethyl Palmitate;2,3,5,6-Tetramethylpyrazine;1-octanol",Subtle pairing with 5 shared flavor compounds including gamma-Nonanolactone
scotch-whisky,wine,0.959,66,Isoamyl butyrate;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol,Excellent pairing with 66 shared flavor compounds including Isoamyl butyrate
scotch-whisky,bilberry-wine,0.986,65,Isoamyl butyrate;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol,Excellent pairing with 65 shared flavor compounds including Isoamyl butyrate
scotch-whisky,botrytized-wine,0.982,65,Isoamyl butyrate;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol,Excellent pairing with 65 shared flavor compounds including Isoamyl butyrate
scotch-whisky,champagne,0.989,65,Isoamyl butyrate;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol,Excellent pairing with 65 shared flavor compounds including Isoamyl butyrate
scotch-whisky,cider,0.931,46,Isoamyl butyrate;2-Methylbutanoic acid;oleic acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 46 shared flavor compounds including Isoamyl butyrate
scotch-whisky,plum-wine,0.992,66,Isoamyl butyrate;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol,Excellent pairing with 66 shared flavor compounds including Isoamyl butyrate
scotch-whisky,port-wine,0.99,69,Isoamyl butyrate;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol,Excellent pairing with 69 shared flavor compounds including Isoamyl butyrate
scotch-whisky,red-wine,0.992,76,2-Methoxy-4-Methylphenol;Isoamyl butyrate;1-Decanol;Ethyl dodecanoate;Isopentyl hexanoate,Excellent pairing with 76 shared flavor compounds including 2-Methoxy-4-Methylphenol
scotch-whisky,rose-wine,0.996,68,Isoamyl butyrate;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol,Excellent pairing with 68 shared flavor compounds including Isoamyl butyrate
scotch-whisky,sake,0.732,20,oleic acid;lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid,Strong pairing with 20 shared flavor compounds including oleic acid
scotch-whisky,sherry,0.995,81,oleic acid;2'-Hydroxyacetophenone;Damascenone;Whiskey lactone;Pyridine,Excellent pairing with 81 shared flavor compounds including oleic acid
scotch-whisky,sparkling-wine,0.995,70,Isoamyl butyrate;1-Decanol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde,Excellent pairing with 70 shared flavor compounds including Isoamyl butyrate
scotch-whisky,strawberry-wine,0.988,66,Isoamyl butyrate;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;isopropanol,Excellent pairing with 66 shared flavor compounds including Isoamyl butyrate
scotch-whisky,white-wine,0.948,80,Propyl Hexanoate;Damascenone;Whiskey lactone;formic acid;Dimethyl disulfide,Excellent pairing with 80 shared flavor compounds including Propyl Hexanoate
scotch-whisky,coffee,0.813,62,"2-Methoxy-4-Methylphenol;2,6-Dimethylpyridine;2,5-Dimethylphenol;3-Ethylpyridine;2-Methylpyrazine",Excellent pairing with 62 shared flavor compounds including 2-Methoxy-4-Methylphenol
scotch-whisky,mate,0.624,16,2-Methoxy-4-Methylphenol;gamma-Nonanolactone;1-Dodecanol;2-Methylpyrazine;2-Methylbutanoic acid,Strong pairing with 16 shared flavor compounds including 2-Methoxy-4-Methylphenol
scotch-whisky,black-tea,0.493,12,"2,3-Pentanedione;palmitic acid;Quinoline;Damascenone;2,3,5-Trimethylpyrazine","Good pairing with 12 shared flavor compounds including 2,3-Pentanedione"
scotch-whisky,green-tea,0.373,5,"gamma-Nonanolactone;2,3,5-Trimethylpyrazine;Ethyl Palmitate;2,3,5,6-Tetramethylpyrazine;1-octanol",Subtle pairing with 5 shared flavor compounds including gamma-Nonanolactone
wine,bilberry-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
wine,botrytized-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
wine,champagne,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
wine,cider,0.903,49,Isoamyl butyrate;glycerol;3-Methyl-2-Butanol;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 49 shared flavor compounds including Isoamyl butyrate
wine,plum-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
wine,port-wine,1.0,130,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 130 shared flavor compounds including 2-Ethylhexan-1-ol
wine,red-wine,1.0,129,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 129 shared flavor compounds including 2-Ethylhexan-1-ol
wine,rose-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
wine,sake,0.731,24,lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid;octanoic acid,Strong pairing with 24 shared flavor compounds including lauric acid
wine,sherry,1.0,140,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 140 shared flavor compounds including 2-Ethylhexan-1-ol
wine,sparkling-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
wine,strawberry-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
wine,white-wine,1.0,129,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 129 shared flavor compounds including 2-Ethylhexan-1-ol
wine,coffee,0.823,69,1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;Gallocatechin;2-Furaldehyde,Excellent pairing with 69 shared flavor compounds including 1-Octen-3-Ol
wine,mate,0.554,15,2-Heptanone;1-Octen-3-Ol;1-Nonanol;phenylacetaldehyde;gamma-Nonanolactone,Good pairing with 15 shared flavor compounds including 2-Heptanone
wine,black-tea,0.44,11,"2,3-Pentanedione;4-Methylpentanoic Acid;palmitic acid;Damascenone;Hexyl Hexanoate","Good pairing with 11 shared flavor compounds including 2,3-Pentanedione"
wine,green-tea,0.373,6,"phenylacetaldehyde;gamma-Nonanolactone;Ethyl Palmitate;2,3,5,6-Tetramethylpyrazine;cis-3-Hexenyl acetate",Subtle pairing with 6 shared flavor compounds including phenylacetaldehyde
bilberry-wine,botrytized-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
bilberry-wine,champagne,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
bilberry-wine,cider,0.956,51,Isoamyl butyrate;glycerol;3-Methyl-2-Butanol;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 51 shared flavor compounds including Isoamyl butyrate
bilberry-wine,plum-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
bilberry-wine,port-wine,1.0,130,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 130 shared flavor compounds including 2-Ethylhexan-1-ol
bilberry-wine,red-wine,1.0,129,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 129 shared flavor compounds including 2-Ethylhexan-1-ol
bilberry-wine,rose-wine,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
bilberry-wine,sake,0.751,22,lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid;octanoic acid,Strong pairing with 22 shared flavor compounds including lauric acid
bilberry-wine,sherry,1.0,130,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 130 shared flavor compounds including 2-Ethylhexan-1-ol
bilberry-wine,sparkling-wine,1.0,129,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 129 shared flavor compounds including 2-Ethylhexan-1-ol
bilberry-wine,strawberry-wine,1.0,130,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 130 shared flavor compounds including 2-Ethylhexan-1-ol
bilberry-wine,white-wine,1.0,130,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 130 shared flavor compounds including 2-Ethylhexan-1-ol
bilberry-wine,coffee,0.742,52,1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde;isopropanol,Strong pairing with 52 shared flavor compounds including 1-Octen-3-Ol
bilberry-wine,mate,0.592,15,2-Heptanone;1-Octen-3-Ol;1-Nonanol;phenylacetaldehyde;gamma-Nonanolactone,Good pairing with 15 shared flavor compounds including 2-Heptanone
bilberry-wine,black-tea,0.464,11,"2,3-Pentanedione;4-Methylpentanoic Acid;palmitic acid;Damascenone;Hexyl Hexanoate","Good pairing with 11 shared flavor compounds including 2,3-Pentanedione"
bilberry-wine,green-tea,0.396,6,"phenylacetaldehyde;gamma-Nonanolactone;Ethyl Palmitate;2,3,5,6-Tetramethylpyrazine;cis-3-Hexenyl acetate",Subtle pairing with 6 shared flavor compounds including phenylacetaldehyde
botrytized-wine,champagne,1.0,128,"2-Ethylhexan-1-ol;Ethyl Sorbate;3-Methylbutanal;3-Methyl-2-Butanol;2-Butenoic acid, hexyl ester",Excellent pairing with 128 shared flavor compounds including 2-Ethylhexan-1-ol
